location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
NULL,No descrition,No url,187,4271,0,52485,51,FALSE,165,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,8,5,6,75467,0,FALSE,27,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,879,1,151,16140,2426,FALSE,1217604,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,12,0,7,85864,2,FALSE,8637,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,9,25,0,15206,400,FALSE,385,ru,TRUE,FALSE,FALSE,1
NULL,Has description,No url,6,36,0,66604,77,FALSE,151,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,0,32,0,196,59,FALSE,82,en,TRUE,FALSE,FALSE,1
"Affton, United States",Has description,No url,1,337,0,62460,38,FALSE,30,en,TRUE,FALSE,FALSE,1
¾Ñ´¾ÏÂ,Has description,Url,211,1,31,67284,0,FALSE,46816,en,TRUE,FALSE,FALSE,1
The aether,Has description,Url,113,0,32,4395,0,FALSE,25120,en,FALSE,FALSE,FALSE,1
"Byron village, MI, USA",Has description,No url,0,235,0,28440,14,FALSE,14,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,1810,1,36,18318,24,FALSE,35024,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,58,0,18,53812,0,FALSE,7839,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,86,28,16,24972,127,FALSE,211,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,17,4,4,36300,0,FALSE,228,en,TRUE,TRUE,FALSE,1
NULL,Has description,No url,14,593,0,37732,1,FALSE,4,en,TRUE,FALSE,FALSE,1
"Atherton, United States",Has description,No url,12,742,1,63000,148,FALSE,175,en,FALSE,FALSE,FALSE,1
"Pima town, AZ, USA",Has description,No url,35,2118,5,26640,364,FALSE,570,en,FALSE,FALSE,FALSE,1
NULL,No descrition,NULL,5,69,0,30265,2,FALSE,0,en,TRUE,TRUE,NULL,1
NULL,Has description,No url,86,433,1,62864,174,FALSE,26,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,29,10,16,27191,0,FALSE,5197,en,TRUE,FALSE,FALSE,1
Source code:,Has description,Url,1254,2,2852,14661,3,FALSE,335950,en,TRUE,FALSE,FALSE,1
yeah,Has description,No url,36,0,12,7170,879,FALSE,467,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,252,6,17,83303,11,FALSE,236,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,2,52,0,15971,87,FALSE,128,en,TRUE,FALSE,FALSE,1
"Clearmont city, MO, USA",Has description,No url,0,308,0,30060,21,FALSE,24,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,52,1,15,74074,0,FALSE,15085,en,FALSE,FALSE,FALSE,1
NULL,No descrition,NULL,0,30,0,63474,0,FALSE,0,en,TRUE,TRUE,NULL,1
the Jurassic period,Has description,No url,39,0,12,54123,0,FALSE,9729,en,TRUE,FALSE,FALSE,1
"Worcester, England",Has description,Url,1421,2157,25,53685,166,FALSE,169,en,FALSE,FALSE,FALSE,1
Frankfurt School,Has description,Url,1701,1,145,59625,1,FALSE,3105,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,0,20,0,63002,0,FALSE,0,en,TRUE,TRUE,NULL,1
all over this great country,Has description,No url,17,0,6,83547,0,FALSE,1859,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,82,1,18,48313,0,FALSE,2087,en,TRUE,FALSE,FALSE,1
"Meadow Lakes, AK, USA",Has description,No url,1,398,0,51780,31,FALSE,61,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,10,168,1,23640,18,FALSE,4,en,TRUE,FALSE,TRUE,1
new york city,Has description,No url,69,1193,0,45743,2,FALSE,10,en,FALSE,FALSE,FALSE,1
NULL,No descrition,NULL,4,140,0,44092,0,FALSE,1,en,TRUE,TRUE,NULL,1
"Old Shawneetown village, USA",Has description,No url,21,1880,5,58140,305,FALSE,454,en,FALSE,FALSE,FALSE,1
#botALLY,Has description,Url,292,0,30,77039,0,FALSE,40166,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,4419,1,129,83137,12,FALSE,10626,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,0,18,0,62851,0,FALSE,0,en,TRUE,TRUE,NULL,1
NULL,Has description,Url,1786,2525,21,10814,1,FALSE,136932,en,FALSE,FALSE,FALSE,1
dwelling is a gathering-forth,Has description,Url,148,1,18,16580,0,FALSE,178,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,286,0,22,6936,0,FALSE,94599,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,85,0,5,68940,0,FALSE,205,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,276,264,27,76200,2,FALSE,83013,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,206,124,0,86100,0,FALSE,4,en,TRUE,FALSE,FALSE,1
@nossidge,Has description,Url,81,1,10,82955,0,FALSE,2459,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,74704,1,618,3826,5919,FALSE,49429,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,212,2,54,54416,0,FALSE,8468,en,TRUE,FALSE,FALSE,1
(bot by @hoffm),Has description,Url,116,1,9,8680,0,FALSE,4659,en,TRUE,FALSE,FALSE,1
An Alternate Universe,Has description,Url,371,1,32,55865,2,FALSE,3849,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,12,1053,0,72938,0,FALSE,2,en,TRUE,FALSE,FALSE,1
"Hyrule, probably",Has description,Url,156,2,12,9060,4,FALSE,7075,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,17,0,6,78086,1,FALSE,0,de,TRUE,FALSE,FALSE,1
#masculinitysofragile,Has description,Url,2482,1,94,24086,4,FALSE,5597,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,50,0,2,13646,1,FALSE,1557,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,404,621,9,75300,12,FALSE,1169,en,TRUE,FALSE,FALSE,1
NYC,Has description,No url,175,2,20,58380,2,FALSE,8843,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,0,70,0,4150,0,FALSE,0,en,TRUE,TRUE,NULL,1
Nothing to do with the tv show,Has description,No url,5,0,4,41160,0,FALSE,4472,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,662,0,67,45660,0,FALSE,56625,en,FALSE,FALSE,FALSE,1
"Eminence city, KY, USA",Has description,No url,4,492,0,36600,57,FALSE,76,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,7,31,0,78165,19,FALSE,69,en,TRUE,TRUE,FALSE,1
NULL,Has description,No url,152,374,0,79409,47,FALSE,1044,ar,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,3,29,0,25620,0,FALSE,1,en,TRUE,TRUE,FALSE,1
Some BBS somewhere,Has description,Url,1264,1288,115,3608,0,FALSE,24133,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,128,1,16,46560,1,FALSE,3533,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,0,26,0,65726,47,FALSE,65,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,46,20,8,63434,0,FALSE,516,en,TRUE,FALSE,FALSE,1
NULL,Has description,NULL,684,68,5,30189,6,FALSE,9645,ja,FALSE,FALSE,TRUE,1
France,Has description,No url,7,0,5,37620,0,FALSE,104,fr,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,20,300,0,8400,6,FALSE,1,en,TRUE,FALSE,FALSE,1
The Outer Planets,Has description,Url,3745,0,171,65885,0,FALSE,3063,en,TRUE,FALSE,FALSE,1
New York City,Has description,Url,35906,35744,130,77160,864,FALSE,3027,en,TRUE,FALSE,FALSE,1
Newcastle,Has description,No url,78,2,5,59640,1,FALSE,677,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,68,0,18,62369,2,FALSE,2407,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,51,2,24,72469,4,FALSE,18514,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,12349,5,142,76083,203,FALSE,20547,en,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,65,220,5,32040,1,FALSE,24,en,TRUE,FALSE,FALSE,1
"League City, TX",No descrition,No url,4,70,0,69780,1,FALSE,1,en,FALSE,FALSE,TRUE,1
E1M1,Has description,Url,627,10,26,84835,6,FALSE,1634,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,83,6,13,82969,1,FALSE,13849,en,FALSE,FALSE,FALSE,1
"Okauchee Lake, WI, USA",Has description,No url,4,537,0,20880,90,FALSE,103,en,TRUE,FALSE,FALSE,1
A:\GARBAGE.DAT,Has description,Url,864,5,62,5667,0,FALSE,23022,en-gb,FALSE,FALSE,FALSE,1
NULL,Has description,No url,4937,5,135,69738,0,FALSE,1641,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,307,4,14,83520,5,FALSE,2060,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,242,1,36,11440,20,FALSE,69791,en,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,777,4732,0,26340,0,FALSE,0,ar,TRUE,FALSE,FALSE,1
"Garden City, NY",Has description,No url,10,0,9,65648,0,FALSE,5205,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,43,0,0,6653,0,FALSE,2507,en,FALSE,FALSE,FALSE,1
worldwide,Has description,Url,3246,2757,79,83760,6466,FALSE,69884,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,0,0,5,25840,183,FALSE,1,en-gb,FALSE,FALSE,FALSE,1
At sea,Has description,No url,107,1,17,76333,0,FALSE,16414,en,FALSE,FALSE,FALSE,1
Colombia,Has description,No url,299,42,10,77480,0,FALSE,26508,en,FALSE,FALSE,FALSE,1
"Lakeview city, MO, USA",Has description,No url,17,1903,1,5520,311,FALSE,366,en,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,22,201,0,86040,7,FALSE,8,ar,TRUE,FALSE,FALSE,1
"@_knutaf's desk, near Seattle",Has description,Url,33,1,6,13348,2,FALSE,1029,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,12415,402,122,19477,201,FALSE,5986,en,FALSE,FALSE,FALSE,1
The Internet,Has description,No url,99348,3,7,2987,4,FALSE,428,en,FALSE,FALSE,FALSE,1
the void,Has description,No url,27481,1,265,12180,4,FALSE,42940,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,305,29,7,83100,3,FALSE,162,en,TRUE,FALSE,FALSE,1
"Manchester, UK",Has description,No url,98,48,14,32700,4,FALSE,2830,en,TRUE,FALSE,FALSE,1
Worldwide,Has description,Url,514,0,50,12151,0,FALSE,7455,en,FALSE,FALSE,FALSE,1
Cambridge,Has description,Url,495,1,33,64380,0,FALSE,4756,en,TRUE,FALSE,FALSE,1
Brasil,Has description,Url,275,252,6,78875,103,FALSE,755,en,FALSE,FALSE,FALSE,1
NULL,No descrition,NULL,0,15,0,17130,0,FALSE,0,en,TRUE,TRUE,FALSE,1
NULL,Has description,No url,0,33,0,35765,56,FALSE,83,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,3,63,0,61153,0,FALSE,1,en,TRUE,FALSE,NULL,1
NULL,No descrition,NULL,4,102,0,57922,0,FALSE,1,en,TRUE,TRUE,NULL,1
"Sugar Hill city, GA, USA",Has description,No url,1,367,0,77700,29,FALSE,37,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,337,2,42,73795,12,FALSE,7870,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,1599,3,3,46831,2,FALSE,18100,en-gb,TRUE,FALSE,FALSE,1
NULL,Has description,No url,26,4,5,68663,0,FALSE,3799,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,10250,10378,194,4463,211,FALSE,262067,en,TRUE,FALSE,FALSE,1
UK,Has description,Url,43869,4786,69,48010,125,FALSE,120082,en,FALSE,FALSE,FALSE,1
Beijing,Has description,Url,4,28,0,57660,0,FALSE,2,en,TRUE,FALSE,TRUE,1
NULL,No descrition,No url,2,41,0,1500,0,FALSE,1,en,TRUE,FALSE,FALSE,1
"Plantation Key, FL, USA",Has description,No url,0,264,0,5700,29,FALSE,51,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,21,0,7,41100,1,FALSE,65,en,TRUE,FALSE,FALSE,1
Up a tower.,Has description,No url,483883,0,4614,74280,0,FALSE,62634,en,FALSE,FALSE,FALSE,1
Morocco,No descrition,Url,461,873,0,60060,0,FALSE,126,fr,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,4,32,0,84546,0,FALSE,29,en,TRUE,TRUE,FALSE,1
NULL,Has description,No url,0,14,0,82368,81,FALSE,95,en,TRUE,FALSE,FALSE,1
EC2,Has description,No url,788,0,7,61560,0,FALSE,2358,en,FALSE,FALSE,TRUE,1
"Brandon, United States",Has description,No url,1,319,0,62040,19,FALSE,25,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,2,101,0,65559,2,FALSE,7,en,TRUE,FALSE,NULL,1
Australia // Sweden,Has description,No url,15,3,2,38700,0,FALSE,401,en,FALSE,FALSE,FALSE,1
This Very World,Has description,Url,1645,1893,14,52920,6,FALSE,5024,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,6,0,4,61620,0,FALSE,11,en-gb,TRUE,FALSE,FALSE,1
NULL,Has description,Url,337,2,40,65228,0,FALSE,28941,en,TRUE,FALSE,FALSE,1
out doing evil,No descrition,No url,67,0,13,7290,1,FALSE,144,en,FALSE,FALSE,FALSE,1
NULL,No descrition,Url,743,14,163,68570,0,FALSE,21164,en,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,179,1,10,15961,0,FALSE,1149,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,33,38,8,68963,0,FALSE,17,en,TRUE,FALSE,FALSE,1
"Beacon Hill, Boston",Has description,Url,332,242,16,77924,2,FALSE,366,en,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,61,0,3,65100,0,FALSE,81,en,TRUE,FALSE,FALSE,1
"New Jersey, USA",Has description,No url,2,341,0,57540,29,FALSE,44,en,TRUE,FALSE,FALSE,1
Lagos,Has description,Url,347,147,2,71400,169,FALSE,10042,en,TRUE,FALSE,TRUE,1
"Laval, Qu¬_bec",Has description,NULL,4,24,0,64249,1,FALSE,0,en,TRUE,TRUE,NULL,1
NULL,Has description,Url,113,1,5,21888,0,FALSE,776,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,5,93,0,48417,5,FALSE,1,en,TRUE,FALSE,NULL,1
BOT OF CAETFOOD ,Has description,Url,98,45,28,33938,38,FALSE,223659,de,TRUE,FALSE,FALSE,1
"Ohio, USA",No descrition,No url,47,65,0,82320,0,FALSE,3,en,TRUE,FALSE,TRUE,1
Now,Has description,Url,49,2,17,85759,7,FALSE,323,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,1,38,0,26779,67,FALSE,97,en,TRUE,FALSE,FALSE,1
All over the world,Has description,Url,10832,2673,42,74473,2413,FALSE,34971,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,0,26,0,11255,21,FALSE,23,en,TRUE,FALSE,FALSE,1
a dank dungeon,Has description,No url,168,224,29,69644,432,FALSE,7028,en,FALSE,FALSE,FALSE,1
Oceanfront property in Utah,Has description,Url,133554,95060,1455,28740,1453,FALSE,40763,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,102,1,5,81745,0,FALSE,266,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,4369,0,48,28599,0,FALSE,1542,en,TRUE,FALSE,FALSE,1
Mare Tranquilitatis,Has description,Url,970,1,73,14582,0,FALSE,2023,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,13,0,2,80067,0,FALSE,1947,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,104938,1064,482,80040,11928,TRUE,18504,en,FALSE,FALSE,FALSE,1
Swiss/Austrian Border,Has description,No url,481,0,78,13260,0,FALSE,6391,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,712,3,32,82245,0,FALSE,24996,en,TRUE,FALSE,FALSE,1
"Denver, CO",Has description,No url,23,121,0,68040,62,FALSE,16,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,32,1582,0,59749,0,FALSE,4,fr,TRUE,TRUE,FALSE,1
NULL,Has description,No url,132,1,10,24490,2,FALSE,503,en,FALSE,FALSE,FALSE,1
Shropshire,Has description,Url,6212,6397,136,80600,329,FALSE,206723,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,2807,1,140,61247,3,FALSE,1470,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,2339,1,138,84942,0,FALSE,3625,en,FALSE,FALSE,FALSE,1
Silicon Valley,Has description,Url,6645,1,191,36743,168,FALSE,8416,en,FALSE,FALSE,FALSE,1
Heliosynchronous orbit,Has description,Url,2271,3,110,65395,0,FALSE,15514,en,FALSE,FALSE,FALSE,1
"Kyoto, Japan",Has description,Url,261,0,10,12660,6,FALSE,3410,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,93,1,16,68349,0,FALSE,29804,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,2,31,0,6360,159,FALSE,1,en,TRUE,FALSE,FALSE,1
Amazon Kindle,Has description,Url,5280,6,164,51240,9,FALSE,17341,en,FALSE,FALSE,FALSE,1
NULL,No descrition,NULL,11,205,0,8145,22,FALSE,0,en,TRUE,TRUE,NULL,1
NULL,Has description,Url,111,0,16,12813,0,FALSE,1719,en,TRUE,FALSE,FALSE,1
Salem,No descrition,NULL,5,389,0,59001,1,FALSE,0,en,TRUE,FALSE,NULL,1
"Whoville, A Snowflake",Has description,No url,7,40,4,10085,0,FALSE,113,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,9,0,7,61260,0,FALSE,130,en,TRUE,FALSE,FALSE,1
"Ponderosa Park, CO, USA",Has description,No url,5,603,1,79560,155,FALSE,166,en,TRUE,FALSE,FALSE,1
"Asker, Norway",Has description,Url,78,0,11,78000,21,FALSE,692,en,FALSE,FALSE,FALSE,1
Everywhere,Has description,Url,38529,6,940,15151,0,FALSE,10857,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,741,3,19,48840,2,FALSE,1125,en-gb,FALSE,FALSE,FALSE,1
NULL,Has description,NULL,2,116,0,56218,4,FALSE,8,en,TRUE,FALSE,NULL,1
Inside an old chest.,Has description,No url,1219,87,72,44365,311,FALSE,2200,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,1,9,0,84900,0,FALSE,1,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,181,1,25,73311,0,FALSE,60475,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,7,0,5,25226,0,FALSE,1381,en,FALSE,FALSE,TRUE,1
The Internet,Has description,Url,62,1,9,80086,1,FALSE,1760,en,TRUE,FALSE,FALSE,1
Outer Heaven,Has description,No url,312,2,13,71515,21,FALSE,856,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,274,1728,0,41381,11,FALSE,11,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,154,2,16,77280,4,FALSE,658,en,FALSE,FALSE,FALSE,1
"Cali, Valle del Cauca",Has description,Url,703,32,1,57000,0,FALSE,2755,es,FALSE,FALSE,FALSE,1
In your Face!,Has description,No url,1553,2038,9,59282,1131,FALSE,31437,en,TRUE,FALSE,FALSE,1
Ferrara,Has description,Url,51,1832,0,3254,79,FALSE,636,it,FALSE,FALSE,FALSE,1
"Micco, FL, USA",Has description,No url,0,260,0,24360,18,FALSE,19,en,TRUE,FALSE,FALSE,1
"Oxford, England",Has description,No url,74,2,5,63000,0,FALSE,608,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,207,8,21,83921,0,FALSE,5591,en-gb,FALSE,FALSE,FALSE,1
NULL,No descrition,Url,69,4,12,21513,1,FALSE,171,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,52,2,16,14160,21,FALSE,7996,ja,FALSE,FALSE,TRUE,1
NULL,Has description,No url,69,12,12,46460,0,FALSE,175,en,TRUE,FALSE,FALSE,1
NULL,Has description,NULL,567,0,2,39769,0,FALSE,16733,ja,FALSE,FALSE,FALSE,1
"Boston, MA",Has description,Url,912,2,17,60883,19,FALSE,3528,en,FALSE,FALSE,FALSE,1
"Amsterdam, Noord-Holland",Has description,Url,29,52,5,45372,4,FALSE,58,nl,FALSE,FALSE,FALSE,1
all of the places,Has description,Url,35,0,8,83405,0,FALSE,2050,en-gb,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,364,0,22,76620,2,FALSE,25220,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,40,0,9,24698,25,FALSE,1868,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,828,13,18,85052,6,FALSE,19596,en,TRUE,FALSE,FALSE,1
NULL,No descrition,Url,61,150,0,63060,191,FALSE,130,es,TRUE,FALSE,FALSE,1
Manchester,Has description,No url,273,0,19,35040,0,FALSE,7507,en,TRUE,FALSE,FALSE,1
"New York, New York",Has description,No url,216,1,23,13720,0,FALSE,1725,en,TRUE,FALSE,FALSE,1
In a secret robot base.,Has description,Url,15,159,2,280,0,FALSE,525,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,342,0,42,84766,0,FALSE,22070,en,TRUE,FALSE,FALSE,1
GIFTown,Has description,No url,60,1,13,66499,1,FALSE,9249,en,TRUE,FALSE,FALSE,1
"Botston, Kazemistan",Has description,Url,447,1,50,68140,0,FALSE,21892,en,TRUE,FALSE,FALSE,1
United States,Has description,No url,9301,1830,41,60420,143,FALSE,13454,en,TRUE,FALSE,TRUE,1
NULL,Has description,No url,97,0,21,62851,0,FALSE,34097,en,TRUE,FALSE,FALSE,1
The beyond,Has description,Url,13049,0,115,1560,0,FALSE,260879,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,152,141,17,27431,3,FALSE,2281,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,501,1,27,77138,1,FALSE,2146,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,6776,4,174,72020,287,FALSE,3753,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,14,0,7,52558,0,FALSE,129,en,TRUE,FALSE,FALSE,1
Cambridge,Has description,Url,1396,2,57,67620,0,FALSE,5126,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,473,5,35,85912,0,FALSE,1814,en,FALSE,FALSE,FALSE,1
Î±±_Ÿì¥_ë_ÍÎ__,No descrition,No url,6,124,0,49560,2,FALSE,0,en,TRUE,FALSE,TRUE,1
"Big Stone city, SD, USA",Has description,No url,5,474,1,77880,80,FALSE,81,en,TRUE,FALSE,FALSE,1
NULL,No descrition,NULL,2,51,0,81016,0,FALSE,0,en,TRUE,TRUE,NULL,1
NULL,Has description,Url,43,1,19,6240,0,FALSE,3846,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,798,1,54,47760,0,FALSE,2539,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,2923,1,52,51911,0,FALSE,652,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,400,287,55,5405,1,FALSE,27635,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,9212,2,235,69483,0,FALSE,8996,en,TRUE,FALSE,FALSE,1
"Rutland city, IA, USA",Has description,No url,1,336,0,53760,35,FALSE,33,en,TRUE,FALSE,FALSE,1
"San Francisco, CA",Has description,Url,169,18,3,74368,3,FALSE,4,en,TRUE,FALSE,FALSE,1
"Toronto, ON",Has description,No url,86,0,25,53521,0,FALSE,22951,en,TRUE,FALSE,FALSE,1
London,Has description,No url,4159,5001,120,79920,15,FALSE,51,en,TRUE,FALSE,FALSE,1
The Database,Has description,Url,316,1981,28,30328,2631,FALSE,42565,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,70,0,20,18594,1,FALSE,16312,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,66,2,20,54345,0,FALSE,5647,en,TRUE,FALSE,FALSE,1
"New York, NY",Has description,No url,79,1,10,61619,0,FALSE,3615,en,FALSE,FALSE,FALSE,1
Tweeting from the Grave,Has description,Url,52957,710,1709,20460,29,FALSE,379275,en,FALSE,FALSE,FALSE,1
"Lisbon, Portugal",Has description,No url,6,43,0,27120,12,FALSE,2,en,TRUE,FALSE,TRUE,1
"Alot, India",Has description,No url,258,2883,3,57606,90,FALSE,5401,es,TRUE,FALSE,FALSE,1
"Port Saint John, United States",Has description,No url,2,685,4,9060,164,FALSE,204,en,TRUE,FALSE,FALSE,1
#botally,Has description,No url,127,1,17,54669,0,FALSE,2836,en,TRUE,FALSE,FALSE,1
NULL,No descrition,No url,38,69,14,61804,446,FALSE,2957,es,TRUE,FALSE,FALSE,1
EMOTICON ASCII ART ,Has description,No url,248,231,46,51043,56,FALSE,71111,de,TRUE,FALSE,FALSE,1
NULL,Has description,Url,20,0,8,61980,0,FALSE,84,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,1787,1,24,20728,0,FALSE,27932,en,TRUE,FALSE,FALSE,1
NULL,Has description,Url,110,0,20,64025,0,FALSE,4185,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,1,32,0,41259,66,FALSE,93,en,TRUE,FALSE,FALSE,1
i know right?,Has description,No url,602,830,18,46393,2,FALSE,93873,en,TRUE,FALSE,FALSE,1
"Mount Vernon, VA",No descrition,Url,2,21,0,73260,2,FALSE,1,en,TRUE,TRUE,TRUE,1
NULL,No descrition,No url,297,0,10,68340,0,FALSE,330,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,280,310,4,22980,14,FALSE,11307,en,TRUE,FALSE,FALSE,1
"Wqh Rcqhdnwdm, DQ",Has description,Url,620,2,49,13299,0,FALSE,40633,en,TRUE,FALSE,FALSE,1
Somewhere in the ether.,Has description,No url,256,639,11,50100,0,FALSE,1250,en,FALSE,FALSE,FALSE,1
Jail or other places.,Has description,No url,114,205,6,53520,0,FALSE,136271,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,114,243,6,60360,0,FALSE,4385,en,FALSE,FALSE,FALSE,1
NULL,No descrition,No url,1536,1894,16,68980,2161,FALSE,3545,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,66,3716,0,48872,0,FALSE,0,en,TRUE,TRUE,FALSE,1
NULL,Has description,No url,183,1,16,61207,1,FALSE,3511,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,3,0,1,12964,0,FALSE,5236,en,FALSE,FALSE,FALSE,1
"$$$$$, $$$",Has description,Url,693,0,37,60525,1,FALSE,12910,en,FALSE,FALSE,FALSE,1
AAARRGH,Has description,No url,17289,8538,430,13061,0,FALSE,772559,en,FALSE,FALSE,FALSE,1
NULL,Has description,No url,990,7,122,86371,2,FALSE,35869,en,TRUE,FALSE,FALSE,1
"A cold, wet dungeon.",Has description,Url,436,1,53,59339,0,FALSE,25646,en,FALSE,FALSE,FALSE,1
NULL,Has description,Url,81,39,20,50078,0,FALSE,1752,en-gb,FALSE,FALSE,FALSE,1
NULL,Has description,Url,515,1,52,67620,0,FALSE,1271,en,TRUE,FALSE,FALSE,1
•_¥•_Ò•_É•__•_É•_Ó,Has description,No url,142,24,12,5609,33,FALSE,723,en,TRUE,FALSE,FALSE,1
NULL,Has description,No url,0,35,0,69144,38,FALSE,44,en,TRUE,FALSE,FALSE,1
"Haysville borough, PA, USA",Has description,No url,12,2004,0,10320,276,FALSE,333,en,FALSE,FALSE,FALSE,1
"Auburn, AL",Has description,Url,491,4970,1,82800,187,FALSE,118,en,TRUE,FALSE,TRUE,1
Hollywood,Has description,No url,56,1,13,20696,1,FALSE,7118,en,FALSE,FALSE,TRUE,1
